user_id,name,email,country
301,Ananya,user301@example.com,India
302,Ananya,user302@example.com,UK
303,Aarav,user303@example.com,India
304,Sneha,user304@example.com,India
305,Aditya,user305@example.com,UK
306,Aditya,user306@example.com,UK
307,Aarav,user307@example.com,Germany
308,Aditya,user308@example.com,USA
309,Ananya,user309@example.com,Australia
310,Rahul,user310@example.com,USA
311,Karthik,user311@example.com,India
312,Karthik,user312@example.com,USA
313,Aarav,user313@example.com,India
314,Rahul,user314@example.com,UK
315,Ananya,user315@example.com,UK
316,Arjun,user316@example.com,India
317,Karthik,user317@example.com,India
318,Aarav,user318@example.com,UK
319,Arjun,user319@example.com,Canada
320,Ananya,user320@example.com,Germany
321,Aarav,user321@example.com,Canada
322,Arjun,user322@example.com,USA
323,Arjun,user323@example.com,USA
324,Aarav,user324@example.com,USA
325,Sneha,user325@example.com,Australia
326,Karthik,user326@example.com,UK
327,Priya,user327@example.com,Canada
328,Karthik,user328@example.com,Canada
329,Rahul,user329@example.com,Germany
330,Sneha,user330@example.com,Germany
331,Aditya,user331@example.com,Germany
332,Karthik,user332@example.com,India
333,Aarav,user333@example.com,Germany
334,Ananya,user334@example.com,UK
335,Ananya,user335-invalid,USA
336,Rahul,user336@example.com,India
337,Ananya,user337@example.com,India
338,Karthik,user338@example.com,India
339,Aarav,user339@example.com,Germany
340,Arjun,user340@example.com,Germany
341,Ananya,user341@example.com,Canada
342,Sneha,user342@example.com,USA
343,Arjun,user343@example.com,UK
344,Priya,user344@example.com,Australia
345,Priya,user345@example.com,Canada
346,Aarav,user346@example.com,USA
347,Aarav,user347@example.com,Germany
348,Ananya,user348@example.com,Canada
349,Aditya,user349@example.com,USA
350,Priya,user350@example.com,India
351,Aditya,user351@example.com,India
352,Rahul,user352@example.com,Canada
353,Rahul,user353@example.com,India
354,Sneha,user354@example.com,
355,Ananya,user355@example.com,Canada
356,Karthik,user356@example.com,Canada
357,Rahul,user357@example.com,Australia
358,Aarav,user358@example.com,India
359,Arjun,user359@example.com,Germany
360,Karthik,user360@example.com,USA
361,Arjun,user361@example.com,UK
362,Sneha,user362@example.com,Germany
363,Priya,user363@example.com,
364,Aarav,user364@example.com,Australia
365,Karthik,user365@example.com,Germany
366,Aarav,user366@example.com,Australia
367,Sneha,user367@example.com,Australia
368,Aarav,user368@example.com,USA
369,Priya,user369@example.com,USA
370,Aarav,user370@example.com,India
371,Aditya,user371@example.com,Germany
372,Arjun,user372@example.com,Germany
373,Ananya,user373@example.com,UK
374,Sneha,user374@example.com,Germany
375,Karthik,user375@example.com,Germany
376,Aarav,user376@example.com,Australia
377,Karthik,user377@example.com,Australia
378,Sneha,user378@example.com,Australia
379,Karthik,user379@example.com,Germany
380,Aarav,user380@example.com,Canada
381,Priya,user381@example.com,Canada
382,Aarav,user382@example.com,India
383,Arjun,user383@example.com,Australia
384,Ananya,user384@example.com,India
385,Rahul,user385@example.com,Canada
386,Arjun,user386@example.com,USA
387,Aarav,user387@example.com,Canada
388,Arjun,user388@example.com,Australia
389,Rahul,user389@example.com,Australia
390,Aditya,user390@example.com,Germany
391,Karthik,user391@example.com,Germany
392,Aditya,user392@example.com,Australia
393,Rahul,user393@example.com,Australia
394,Priya,user394@example.com,India
395,Aarav,user395@example.com,USA
396,Ananya,user396@example.com,UK
397,Rahul,user397@example.com,Germany
398,Arjun,user398@example.com,Canada
399,Ananya,user399@example.com,Canada
400,Priya,user400@example.com,India
